448 -7.07239 -6.68239 6.68239 7.07239
449 -6.98976 -6.59976 6.59976 6.98976
450 -6.90604 -6.51604 6.51604 6.90604
451 -6.82125 -6.43125 6.43125 6.82125
452 -6.73546 -6.34546 6.34546 6.73546
453 -6.64869 -6.25869 6.25869 6.64869
454 -6.56101 -6.17101 6.17101 6.56101
455 -6.47245 -6.08245 6.08245 6.47245
456 -6.38308 -5.99308 5.99308 6.38308
457 -6.29294 -5.90294 5.90294 6.29294
458 -6.20209 -5.81209 5.81209 6.20209
459 -6.1106 -5.7206 5.7206 6.1106
460 -6.01852 -5.62852 5.62852 6.01852
461 -5.92592 -5.53592 5.53592 5.92592
462 -5.83287 -5.44287 5.44287 5.83287
463 -5.73943 -5.34943 5.34943 5.73943
464 -5.64569 -5.25569 5.25569 5.64569
465 -5.55171 -5.16171 5.16171 5.55171
466 -5.45759 -5.06759 5.06759 5.45759
467 -5.36342 -4.97342 4.97342 5.36342
468 -5.26927 -4.87927 4.87927 5.26927
469 -5.17526 -4.78526 4.78526 5.17526
470 -5.08149 -4.69149 4.69149 5.08149
471 -4.98805 -4.59805 4.59805 4.98805
472 -4.89508 -4.50508 4.50508 4.89508
473 -4.80269 -4.41269 4.41269 4.80269
474 -4.71101 -4.32101 4.32101 4.71101
475 -4.62018 -4.23018 4.23018 4.62018
476 -4.53034 -4.14034 4.14034 4.53034
477 -4.44165 -4.05165 4.05165 4.44165
478 -4.35427 -3.96427 3.96427 4.35427
479 -4.26838 -3.87838 3.87838 4.26838
480 -4.18416 -3.79416 3.79416 4.18416
481 -4.1018 -3.7118 3.7118 4.1018
482 -4.02152 -3.63152 3.63152 4.02152
483 -3.94351 -3.55351 3.55351 3.94351
484 -3.86801 -3.47801 3.47801 3.86801
485 -3.79525 -3.40525 3.40525 3.79525
486 -3.72547 -3.33547 3.33547 3.72547
487 -3.65894 -3.26894 3.26894 3.65894
488 -3.59589 -3.20589 3.20589 3.59589
489 -3.5366 -3.1466 3.1466 3.5366
490 -3.48133 -3.09133 3.09133 3.48133
491 -3.43034 -3.04034 3.04034 3.43034
492 -3.38389 -2.99389 2.99389 3.38389
493 -3.34222 -2.95222 2.95222 3.34222
494 -3.30558 -2.91558 2.91558 3.30558
495 -3.27416 -2.88416 2.88416 3.27416
